Gene	Ensembl	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PRKCA	ENSG00000154229	13.1733381995	2.5619319793	1.2564867069	2.0389646505	0.0414535557	0.3368758236
HK1	ENSG00000156515	357.499234914	-2.3877414735	1.1708160548	-2.0393822442	0.0414118931	0.3368758236
FBP1	ENSG00000165140	3.1146809152	-3.9429194922	1.9328433399	-2.0399581337	0.0413544958	0.3368758236
GAGE12F	ENSG00000236362	6.0375974984	2.0486125314	1.0043366971	2.0397666811	0.0413735699	0.3368758236
COMMD2	ENSG00000114744	687.5766391927	-1.6077375898	0.7887106125	-2.0384378813	0.0415061611	0.3370242603
ARL2BPP1	ENSG00000265933	14.7480301409	-2.2829408359	1.1201001178	-2.0381578394	0.0415341503	0.3370563601
COL4A3BP	ENSG00000113163	414.53764936	-1.708976076	0.8388178362	-2.0373625861	0.0416137203	0.3370786538
GCA	ENSG00000115271	46.0856415901	-2.4526558759	1.2035972316	-2.0377712839	0.0415728115	0.3370786538
MCU	ENSG00000156026	203.3369884993	-2.2529862939	1.1056815753	-2.0376447834	0.0415854699	0.3370786538
PLEKHF1	ENSG00000166289	14.5512477402	-3.5423124078	1.7388401945	-2.037169614	0.0416330477	0.3370786538
STRIP2	ENSG00000128578	32.8294160445	-2.3330254262	1.1461435779	-2.0355437759	0.0417961885	0.3374254181
SPIRE1	ENSG00000134278	39.9080920829	-2.886605817	1.4175456808	-2.0363405964	0.041716166	0.3374254181
ZNF649	ENSG00000198093	22.9772910659	3.1545291844	1.5494811882	2.035861557	0.041764259	0.3374254181
RP11-175B9.3	ENSG00000236439	14.5638501262	1.304516413	0.6407319692	2.035978343	0.04175253	0.3374254181
RP11-31F15.2	ENSG00000238198	8.1723153863	1.6537810833	0.8123802976	2.0357227866	0.0417781996	0.3374254181
MYO1E	ENSG00000157483	117.8267015485	-2.3848736728	1.1722930377	-2.0343664905	0.0419146578	0.3378766103
KIAA1522	ENSG00000162522	15.821542377	2.7257524922	1.339916641	2.0342701992	0.0419243601	0.3378766103
B4GALNT4	ENSG00000182272	2.2611912825	3.8939352779	1.9139011338	2.0345540369	0.0418957662	0.3378766103
GAS8	ENSG00000141013	1.8652374255	-3.8272987393	1.8818206777	-2.0338275504	0.0419689857	0.3380419798
AMMECR1	ENSG00000101935	177.3108367969	-2.3226446965	1.1422023623	-2.0334791567	0.0420041373	0.3381308939
LUC7L	ENSG00000007392	561.5776570423	-1.6089016612	0.7926324843	-2.0298204944	0.042374789	0.3383866396
RASSF8	ENSG00000123094	297.1436698223	-2.0735203988	1.021559419	-2.0297599534	0.0423809454	0.3383866396
TAOK3	ENSG00000135090	362.9693446173	-1.7807233657	0.8770142215	-2.0304384149	0.0423119952	0.3383866396
KIFC3	ENSG00000140859	2.9800965759	-3.9225291209	1.9313031002	-2.0310271963	0.0422522358	0.3383866396
IFITM3	ENSG00000142089	2148.9419231335	-1.4690915944	0.7239199479	-2.0293564207	0.0424220005	0.3383866396
ABCB9	ENSG00000150967	2.2243425158	3.1649719136	1.5590370406	2.0300812817	0.0423482779	0.3383866396
CD109	ENSG00000156535	1.978114267	4.1032153327	2.018799976	2.0325021703	0.0421028443	0.3383866396
SLC25A30	ENSG00000174032	14.2031092717	-1.7066777377	0.8406990029	-2.0300698964	0.042349435	0.3383866396
BRWD1	ENSG00000185658	695.2839754259	-1.6976212875	0.835517998	-2.0318189334	0.0421719897	0.3383866396
TPK1	ENSG00000196511	92.2305393575	2.6191824436	1.2899313746	2.0304820048	0.0423075685	0.3383866396
ZNF780A	ENSG00000197782	11.1404580687	-2.4619200762	1.213033821	-2.0295560054	0.0424016907	0.3383866396
ERVMER34-1	ENSG00000226887	1.6675662223	-3.2525849102	1.6008043467	-2.0318441269	0.0421694384	0.3383866396
DGCR5	ENSG00000237517	2.0205309266	2.7353885473	1.3473599781	2.0301839092	0.0423378488	0.3383866396
RP1-46F2.3	ENSG00000258240	2.4418549499	3.6367041866	1.7904075534	2.0312158422	0.042233104	0.3383866396
CTD-2538C1.2	ENSG00000267474	2.6663157681	4.0196156202	1.9787808686	2.0313596538	0.0422185241	0.3383866396
RP11-297J22.1	ENSG00000271707	1.6930628494	2.9374718697	1.447275198	2.0296567465	0.0423914424	0.3383866396
CCL26	ENSG00000006606	2.8832892189	-3.9138517979	1.9288610621	-2.029099905	0.0424481156	0.3384024587
FUCA2	ENSG00000001036	235.3550087202	-2.2354038526	1.102178231	-2.0281691198	0.0425429904	0.3388249926
ZNF555	ENSG00000186300	42.1695268918	2.4492665466	1.2076620597	2.0281058984	0.0425494411	0.3388249926
B3GALT1	ENSG00000172318	9.0558579967	1.6442479135	0.8108559908	2.0277927672	0.0425814029	0.3388870672
DUSP9	ENSG00000130829	30.2959797638	-2.6928865945	1.3284299602	-2.0271197392	0.0426501686	0.3392418122
AGPAT3	ENSG00000160216	74.1877710041	2.8529934557	1.4084861981	2.0255743077	0.0428084266	0.3402267552
PWWP2B	ENSG00000171813	77.2848320015	-3.1328169707	1.5467363968	-2.0254368987	0.0428225218	0.3402267552
MGAT4A	ENSG00000071073	174.7982529183	1.8798106865	0.9283120406	2.0249771674	0.0428697088	0.340408792
RP11-486A14.1	ENSG00000257512	7.6216294373	2.6588403295	1.3137199899	2.0239018587	0.0429802507	0.3410934098
RP11-544O24.2	ENSG00000274422	65.561024266	2.1940106619	1.08422885	2.0235678676	0.043014634	0.3411731971
MBLAC2	ENSG00000176055	1.8812671699	-3.8151518344	1.8862784037	-2.0225815166	0.0431163114	0.3417863398
CLEC6A	ENSG00000205846	1.4212514332	4.0474497784	2.0018977963	2.0218064008	0.0431963563	0.342093251
TUG1	ENSG00000253352	136.1923934191	2.1569172278	1.0668648857	2.0217342015	0.0432038185	0.342093251
RP11-477N12.5	ENSG00000283023	44.7078027034	-2.0756018707	1.0270617513	-2.0209124408	0.0432888298	0.3425729462
TCF4	ENSG00000196628	54.4859893768	2.4414490075	1.2082389498	2.0206673588	0.0433142109	0.3425804738
RHOD	ENSG00000173156	2.8278644893	-3.8981785552	1.9294828903	-2.020322945	0.0433499003	0.3426694768
RP11-426C22.8	ENSG00000277998	39.5290848298	-1.6172254162	0.8007064463	-2.0197482157	0.0434095111	0.3428519258
NPTN-IT1	ENSG00000281181	40.2392302297	1.2948253981	0.6411204076	2.0196290477	0.0434218798	0.3428519258
PIM2	ENSG00000102096	167.9751311805	-2.1334394342	1.0566242785	-2.0191088522	0.043475907	0.343085337
PFAS	ENSG00000178921	514.1948067634	-1.9763023103	0.9789446346	-2.018809073	0.0435070677	0.3431381384
KIAA1328	ENSG00000150477	266.6093320784	1.2900618532	0.6392926277	2.0179520259	0.0435962579	0.3436141945
PCBP3	ENSG00000183570	3.7249298864	-3.9026124008	1.9341327007	-2.0177583469	0.0436164349	0.3436141945
AIM1	ENSG00000112297	2.8378104661	-3.8940261706	1.9305631932	-2.0170415475	0.0436911777	0.3436728922
MYLPF	ENSG00000180209	60.7259650937	-2.4017437236	1.1908998302	-2.0167470535	0.0437219168	0.3436728922
LINC01197	ENSG00000248441	5.2883037368	3.4015903759	1.6865723563	2.0168659608	0.0437095032	0.3436728922
RP11-43N5.1	ENSG00000255970	3.7879314183	3.3445666059	1.6582276096	2.0169526708	0.0437004527	0.3436728922
USP12	ENSG00000152484	187.1444692907	1.8891715336	0.9370766873	2.0160266062	0.0437971937	0.3438790859
RP11-180C1.1	ENSG00000250038	1.822814223	3.908088251	1.9384167162	2.0161238903	0.0437870225	0.3438790859
AKAP9	ENSG00000127914	474.5744568783	1.9359872271	0.9611841154	2.0141689776	0.0439917955	0.3449579104
SLC25A32	ENSG00000164933	179.4526317026	-1.8610097969	0.9238328225	-2.0144443363	0.0439629034	0.3449579104
AVEN	ENSG00000169857	30.5029949934	-2.4190484502	1.2011099345	-2.0140108584	0.0440083935	0.3449579104
TANC1	ENSG00000115183	65.6730764114	2.5355084059	1.259955159	2.0123798755	0.0441799082	0.3461088565
EDEM3	ENSG00000116406	141.0788858259	-2.1374274144	1.0634265991	-2.0099435318	0.0444371657	0.3477316221
CHCHD4	ENSG00000163528	380.5144866474	-1.7994848526	0.8953933926	-2.0097142413	0.0444614418	0.3477316221
PAXIP1-AS2	ENSG00000214106	6.753682202	-2.952664608	1.4689843998	-2.0100040602	0.0444307591	0.3477316221
LINC00836	ENSG00000280800	44.3090528887	1.2992875276	0.6467910948	2.0088209902	0.0445561214	0.3482778652
MAFK	ENSG00000198517	5.2997187606	-2.8566864694	1.422763515	-2.0078434957	0.0446599251	0.3488947802
PRRT1	ENSG00000204314	9.1543499303	3.5738612133	1.7802388134	2.0075178602	0.0446945509	0.3489708723
FRMD4B	ENSG00000114541	573.7534853918	-1.9177784847	0.955514222	-2.0070643015	0.0447428167	0.3491245206
BNIP3	ENSG00000176171	1415.6928223919	-1.4759014419	0.7354263117	-2.006865159	0.0447640225	0.3491245206
LINC00491	ENSG00000250682	2.9699305708	-2.5914216529	1.2915107565	-2.0065041192	0.0448024897	0.349230302
RCAN1	ENSG00000159200	41.9173710227	-2.7584668782	1.3752327883	-2.0058181434	0.0448756542	0.349412159
DACT3	ENSG00000197380	6.760877443	2.0178111356	1.0059731097	2.0058300924	0.0448743789	0.349412159
MYOM2	ENSG00000036448	2.3123013626	4.0715624716	2.0301187389	2.0055784884	0.0449012389	0.3494173548
CDK20	ENSG00000156345	9.750631088	-3.2614380682	1.6290649803	-2.0020306787	0.0452814321	0.3519853229
SCAANT1	ENSG00000280614	44.3506342191	1.2960263816	0.6473443185	2.0020665117	0.0452775786	0.3519853229
RP11-276M12.1	ENSG00000259445	11.7602646895	1.6929359842	0.8458041108	2.0015698229	0.0453310173	0.3521755431
CSGALNACT1	ENSG00000147408	1.6977849166	-3.7623939801	1.8805288078	-2.0007106323	0.045423583	0.3526992823
FOXI3	ENSG00000214336	130.1868256666	-2.0519022559	1.0257101347	-2.0004699052	0.0454495465	0.3527055838
APOOL	ENSG00000155008	130.4978051103	2.025312894	1.0131435154	1.9990385007	0.0456041883	0.3536805815
PGAP1	ENSG00000197121	33.3866644481	-2.7162477181	1.3589117705	-1.9988403788	0.0456256273	0.3536805815
ACTL8	ENSG00000117148	6.9799408846	3.7992392718	1.9013137863	1.998217916	0.04569304	0.3540074586
FXYD5	ENSG00000089327	41.4624414066	-3.0123107975	1.5081019461	-1.9974185467	0.0457797347	0.3540922339
DNAJC5	ENSG00000101152	186.1310184619	1.980794219	0.9915619913	1.9976504105	0.0457545739	0.3540922339
HN1L	ENSG00000206053	880.5071998293	-1.4705492519	0.7361299444	-1.9976761754	0.0457517788	0.3540922339
PPP2R1A	ENSG00000105568	1698.7983032679	-1.4798780335	0.7411840495	-1.996640422	0.0458642584	0.3545504388
TIMM13	ENSG00000099800	1893.5619557373	-1.0689615014	0.535556448	-1.99598288	0.0459357863	0.3547640177
EHD4	ENSG00000103966	325.3056763487	-1.6550508978	0.8292263347	-1.995897656	0.0459450639	0.3547640177
RDH16	ENSG00000139547	3.4268700248	2.7005572985	1.3531954483	1.9956890203	0.0459677829	0.3547640177
FAM136A	ENSG00000035141	842.0139260244	-1.3026860119	0.6530913685	-1.9946458868	0.0460815152	0.355187792
GPCPD1	ENSG00000125772	651.4157383549	1.758503904	0.8816815811	1.9944886472	0.0460986794	0.355187792
AIF1L	ENSG00000126878	743.6211633575	-1.6218118997	0.8130575207	-1.9947074572	0.0460747956	0.355187792
TPTEP1	ENSG00000100181	165.549595762	1.7895896029	0.8977017395	1.9935235994	0.046204142	0.3552196728
EPHA1	ENSG00000146904	34.8479943308	-2.9553861274	1.4820798783	-1.9940801914	0.0461432916	0.3552196728
BTBD10	ENSG00000148925	143.6816783989	-2.1589407138	1.082871003	-1.9937192037	0.0461827495	0.3552196728
CCDC58	ENSG00000160124	324.9443982072	-1.2606425763	0.6322248232	-1.9939782971	0.0461544263	0.3552196728
TNFRSF21	ENSG00000146072	56.0734555877	-2.675573334	1.3425245216	-1.9929418726	0.0462678125	0.3552540755
BCL2L1	ENSG00000171552	159.2149180543	-2.0489604915	1.0281876629	-1.9927884426	0.0462846178	0.3552540755
WSB2	ENSG00000176871	51.908502088	-2.4677697072	1.238300937	-1.9928675117	0.0462759567	0.3552540755
TSG101	ENSG00000074319	448.9407841703	-1.791154909	0.8990325185	-1.9923138175	0.0463366366	0.3554587827
ZNF891	ENSG00000214029	71.4854812355	1.7884901163	0.8978873396	1.9918869967	0.046383458	0.3556234181
EIF3E	ENSG00000104408	2547.7647059122	-1.1971982122	0.6012563071	-1.9911611706	0.0464631712	0.3560399179
LDHB	ENSG00000111716	8347.6086281407	-1.1902440205	0.5981855606	-1.9897571905	0.0466176893	0.3564740119
POLH	ENSG00000170734	231.6605399919	1.8093076415	0.9093265829	1.9897225875	0.0466215031	0.3564740119
COA4	ENSG00000181924	850.6484531641	-1.3354188238	0.6711053264	-1.9898796377	0.0466041959	0.3564740119
POU5F2	ENSG00000248483	2.0594599261	-2.7565009878	1.3853060282	-1.9898137536	0.0466114558	0.3564740119
ANKS4B	ENSG00000175311	3.7870979584	-1.850711854	0.9305372962	-1.9888637044	0.0467162489	0.3570037922
ZFYVE1	ENSG00000165861	235.1599546462	2.2802636509	1.147082637	1.9878808879	0.046824865	0.3572936182
TRAPPC5	ENSG00000181029	6.4894689039	1.6420705351	0.8260622944	1.9878289402	0.0468306119	0.3572936182
COLCA1	ENSG00000196167	19.6676404142	1.9826623212	0.9973591254	1.9879121479	0.046821407	0.3572936182
VEPH1	ENSG00000197415	5.2078770342	-3.6566951118	1.8403292097	-1.986978793	0.046924747	0.3578171436
NID2	ENSG00000087303	8.2757530684	-3.8603293152	1.9438153114	-1.9859547831	0.0470383449	0.3582937048
RN7SL440P	ENSG00000264963	7.2426699481	2.8180606449	1.4189239431	1.9860547555	0.0470272443	0.3582937048
ZNF667	ENSG00000198046	14.7703722319	-2.8783995666	1.4496973889	-1.9855175215	0.0470869227	0.3584690102
LYST	ENSG00000143669	13.7799617582	3.4479434209	1.7372867116	1.9846714983	0.0471810318	0.3589113032
ANXA5	ENSG00000164111	1128.4641659126	-1.4136461264	0.7124485448	-1.9842080341	0.0472326533	0.3589113032
RFPL4B	ENSG00000251258	102.4415144669	2.6105824144	1.3157675258	1.9840757301	0.0472473983	0.3589113032
RP5-890E16.4	ENSG00000266340	150.9134308308	1.1906189193	0.6000041557	1.9843511215	0.0472167109	0.3589113032
CFAP97	ENSG00000164323	49.7685674973	-2.8589137647	1.4412377999	-1.9836516672	0.0472946851	0.3589415551
ZNF26	ENSG00000198393	39.7843826662	1.8028629679	0.9088930614	1.9835809564	0.0473025739	0.3589415551
RBFOX3	ENSG00000167281	10.6638403435	2.8920661249	1.4589961894	1.9822300743	0.0474534962	0.3598920371
RP11-85K15.3	ENSG00000279433	6.5704444433	3.9871024076	2.0120637948	1.9815984055	0.0475242058	0.3602334798
ARFGAP1	ENSG00000101199	609.270919629	1.6763536224	0.8465418794	1.9802370836	0.0476768947	0.3611956212
BMPR2	ENSG00000204217	65.6757218262	2.0888727485	1.05521083	1.9795785726	0.0477509027	0.3615609656
GNE	ENSG00000159921	23.776725085	1.9938428899	1.007576107	1.9788509037	0.0478327953	0.3617903392
MESP2	ENSG00000188095	2.6433186431	-3.8284950699	1.9346887942	-1.9788686849	0.0478307928	0.3617903392
TTC17	ENSG00000052841	151.3364606758	2.0506456057	1.0367868806	1.9778853726	0.0479416395	0.3617907271
C1orf198	ENSG00000119280	30.6913150117	2.9562718496	1.4949082854	1.9775606828	0.0479782884	0.3617907271
ANKHD1	ENSG00000131503	12.534148709	1.9338231044	0.977921125	1.9774837204	0.0479869789	0.3617907271
C19orf33	ENSG00000167644	1.6152917087	-3.4235270656	1.7312594027	-1.9774778178	0.0479876455	0.3617907271
CCS	ENSG00000173992	836.3973103026	1.5493021739	0.7831629174	1.9782629381	0.0478990518	0.3617907271
Metazoa_SRP	ENSG00000275678	10.8403957809	3.039956185	1.5368421052	1.9780536821	0.047922651	0.3617907271
ARL6IP6	ENSG00000177917	323.8205673914	-1.7860029563	0.9035466062	-1.9766583638	0.0480802602	0.3622941903
SLC27A5	ENSG00000083807	17.3947885326	-1.9727682334	0.9996169002	-1.9735242902	0.0484358599	0.3632660044
CTSH	ENSG00000103811	81.3549988899	-2.7883137536	1.4128938016	-1.9734772355	0.0484412157	0.3632660044
NR2E1	ENSG00000112333	8.145093313	3.7261530947	1.8880648732	1.9735302254	0.0484351844	0.3632660044
CEP89	ENSG00000121289	176.8141772964	1.9611233011	0.9931611272	1.9746275275	0.0483104328	0.3632660044
RAN	ENSG00000132341	7339.5359085833	-1.1639300866	0.5897894711	-1.973467048	0.0484423753	0.3632660044
PTPRD	ENSG00000153707	3.4003887703	3.8181519514	1.9339788319	1.974247023	0.0483536615	0.3632660044
EPHB1	ENSG00000154928	1.4047248518	3.9620998433	2.0064578908	1.9746738077	0.0483051772	0.3632660044
TSKU	ENSG00000182704	107.0834247907	2.2090487914	1.1187933464	1.9744922496	0.0483257978	0.3632660044
CTD-2561J22.2	ENSG00000213976	1.6347719532	-3.6168078165	1.8321415493	-1.9740875468	0.0483717891	0.3632660044
SLC7A5	ENSG00000103257	2031.6082414238	-1.5916295151	0.8068436049	-1.972661747	0.048534113	0.3635650993
ID3	ENSG00000117318	758.8163090217	-2.2736607304	1.1525207708	-1.9727720211	0.0485215422	0.3635650993
NECAB3	ENSG00000125967	278.6216243956	2.1179735859	1.074008668	1.9720265292	0.0486065781	0.3639135317
ENDOD1	ENSG00000149218	3.8040263035	3.0041032406	1.5240673265	1.9711092735	0.0487113782	0.3645035524
ST6GALNAC6	ENSG00000160408	3.1882218635	2.8679178374	1.455199241	1.9708076781	0.0487458781	0.3645671729
RBFOX2	ENSG00000100320	519.0540523157	1.6583658426	0.8417939226	1.9700377944	0.0488340392	0.3646430946
PPP1R3E	ENSG00000235194	6.2122455088	-3.4784870763	1.7656955324	-1.970037876	0.0488340298	0.3646430946
AC000035.3	ENSG00000282815	4.2282055232	-3.8929821407	1.9758013112	-1.970330781	0.0488004729	0.3646430946
EZR	ENSG00000092820	6649.0613897894	-1.0857153907	0.5513553666	-1.9691753386	0.0489329598	0.365010697
BTG2	ENSG00000159388	174.4115784393	2.354523969	1.1959781894	1.9687014277	0.0489873873	0.365010697
KANK3	ENSG00000186994	1.6964217185	-3.615134633	1.8362145965	-1.9687974596	0.0489763541	0.365010697
RP11-548L20.1	ENSG00000248685	8.1859713779	-2.8940359263	1.469888011	-1.968881918	0.0489666524	0.365010697
PUF60	ENSG00000179950	3176.9487967124	-1.198513739	0.6088595989	-1.9684566707	0.0490155169	0.3650263374
MTMR8	ENSG00000102043	4.2684298901	-3.8912821747	1.9770797545	-1.968196865	0.0490453909	0.3650549447
ZNF799	ENSG00000196466	24.7201241045	-2.4363751314	1.2387975001	-1.9667259025	0.049214819	0.3659275753
RP11-452I5.2	ENSG00000266028	95.9325520477	-2.2862679505	1.162352726	-1.9669312931	0.0491911323	0.3659275753
CCNB1IP1	ENSG00000100814	480.255919103	1.5068977393	0.7664393652	1.9661017007	0.049286864	0.3661860212
CTB-25J19.1	ENSG00000196589	15.0207660353	-3.5235948521	1.792291155	-1.9659723491	0.0493018048	0.3661860212
RPS2P5	ENSG00000240342	1019.1403808316	-0.9350357877	0.475815674	-1.9651218711	0.0494001338	0.3667221156
SLC25A15	ENSG00000102743	5.0190751054	-3.3996042473	1.7303955575	-1.9646399533	0.0494559243	0.3667916506
SHMT2	ENSG00000182199	800.4093649974	-1.7275453102	0.8793417934	-1.9645891087	0.0494618135	0.3667916506
POP5	ENSG00000167272	310.4506297071	-1.8250623191	0.9292773967	-1.9639585829	0.0495348952	0.3671394477
LINC00857	ENSG00000237523	1.9843683101	-3.6119752894	1.8395365379	-1.9635246243	0.0495852461	0.3673184925
HOXA1	ENSG00000105991	4.4111817947	3.8109221014	1.9419905131	1.9623793606	0.0497183339	0.3678802561
ATP5I	ENSG00000169020	436.9393100095	-0.9889101361	0.5039467508	-1.9623306123	0.0497240054	0.3678802561
MIR4636	ENSG00000266412	2600.9753810547	-1.4222634017	0.7248328422	-1.9621950315	0.0497397822	0.3678802561
GPR153	ENSG00000158292	1.7098768436	3.9039810246	1.9902285678	1.9615742069	0.0498120777	0.3682207512
CLINT1	ENSG00000113282	798.3357219016	-1.649216937	0.8409795384	-1.9610666631	0.049871247	0.3682698768
IL3RA	ENSG00000185291	11.8458532112	-2.5776257698	1.3142766455	-1.9612505317	0.0498498048	0.3682698768
ATP5SL	ENSG00000105341	394.9589468454	-1.8913790722	0.9650960343	-1.9597832806	0.0500211263	0.3691822387
PRELID3B	ENSG00000101166	427.9683456411	-1.7141289473	0.8747570839	-1.9595485179	0.0500485837	0.3691905785
CPT2	ENSG00000157184	47.5097275682	-2.3498145137	1.1999317849	-1.9582900822	0.0501959839	0.3700832188
NFKBIB	ENSG00000104825	393.6756466423	1.5058186468	0.7693371957	1.9572934406	0.0503129783	0.3701574432
AADAT	ENSG00000109576	2.3126373877	-3.5945804471	1.8367284189	-1.9570560405	0.05034088	0.3701574432
L3HYPDH	ENSG00000126790	58.0820244527	-2.2476178556	1.149202905	-1.9558059293	0.0504880201	0.3701574432
PUDP	ENSG00000130021	247.3012272761	-2.1008431792	1.0737896413	-1.9564755502	0.0504091599	0.3701574432
TMTC1	ENSG00000133687	9.8568624439	-3.7646002571	1.9240617555	-1.9565901387	0.0503956753	0.3701574432
UQCRC2	ENSG00000140740	1426.5849226502	-1.3107180017	0.6696051676	-1.9574490537	0.050294696	0.3701574432
SNX30	ENSG00000148158	24.2159207666	-2.6341236146	1.3464685313	-1.9563202208	0.0504274436	0.3701574432
FAM177A1	ENSG00000151327	472.3398251505	1.4076354212	0.7197476251	1.9557347216	0.0504964122	0.3701574432
SLC7A3	ENSG00000165349	109.8723499209	2.6321967948	1.3456976913	1.9560089995	0.050464094	0.3701574432
NXN	ENSG00000167693	113.8961014081	1.627818413	0.8316208963	1.9574044138	0.05029994	0.3701574432
NT5DC2	ENSG00000168268	22.3583732033	2.6640868233	1.3608788802	1.9576222852	0.0502743504	0.3701574432
SATB1	ENSG00000182568	6.1275417321	-3.3241799342	1.7002143883	-1.9551533954	0.0505649675	0.370452425
MLLT11	ENSG00000213190	2.4309307025	-3.6948379603	1.8899952551	-1.9549456277	0.0505894883	0.370452425
C18orf25	ENSG00000152242	349.2649866468	1.7484982482	0.8947383775	1.9542005709	0.0506775018	0.3709032402
PLIN1	ENSG00000166819	4.0649694085	-3.862203235	1.977095906	-1.9534728808	0.0507635877	0.3713394837
PLD6	ENSG00000179598	4.8848689638	-3.4757842192	1.7811900485	-1.9513831341	0.0510114863	0.3729583274
CFDP1	ENSG00000153774	158.7356355918	-1.6567311449	0.8493789773	-1.950520544	0.0511141072	0.3735138745
CCDC150	ENSG00000144395	134.3017082868	-2.2256130186	1.1412772874	-1.9501071678	0.0511633471	0.3736789669
